Date,Country,City,Specie,count,min (ug/m3),max (ug/m3),median (ug/m3)
2020-01-26,US,Houston,pm25,96,0.9,23.5,6.4
2020-02-14,US,Houston,pm25,72,1.2,17.8,4.5
2020-05-09,US,Houston,pm25,120,0.9,18.2,5.2
2020-05-14,US,Houston,pm25,120,1.6,22.5,7.9
2020-05-23,US,Houston,pm25,118,5.0,15.9,10.0
2020-04-25,US,Houston,pm25,118,1.2,15.9,9.1
2020-05-10,US,Houston,pm25,120,1.2,12.5,6.2
2020-05-20,US,Houston,pm25,120,8.1,24.4,15.9
2020-07-04,US,Houston,pm25,118,4.8,59.3,16.8
2020-01-30,US,Houston,pm25,96,1.2,12.0,6.7
2020-02-09,US,Houston,pm25,72,2.6,14.0,7.2
2020-02-26,US,Houston,pm25,72,0.7,8.1,4.0
2020-03-11,US,Houston,pm25,116,2.1,12.5,8.1
2020-06-03,US,Houston,pm25,116,1.4,20.6,9.1
2020-06-24,US,Houston,pm25,118,0.7,11.5,5.0
2020-01-08,US,Houston,pm25,72,2.4,27.3,6.0
2020-02-05,US,Houston,pm25,61,0.2,23.0,6.0
2020-02-22,US,Houston,pm25,104,2.6,17.8,8.1
2020-06-21,US,Houston,pm25,116,2.1,10.0,5.7
2020-04-20,US,Houston,pm25,120,3.1,33.9,12.1
2020-04-27,US,Houston,pm25,118,3.6,25.8,8.6
2020-01-25,US,Houston,pm25,96,1.2,28.2,6.9
2020-02-28,US,Houston,pm25,50,2.1,15.4,5.5
2020-03-04,US,Houston,pm25,116,0.4,23.9,7.2
2020-03-26,US,Houston,pm25,96,8.1,17.8,14.0
2020-04-06,US,Houston,pm25,116,5.2,22.0,10.3
2020-04-11,US,Houston,pm25,120,3.1,13.0,7.9
2020-05-12,US,Houston,pm25,120,5.0,28.2,8.1
2020-06-11,US,Houston,pm25,106,2.4,23.0,10.3
2020-02-27,US,Houston,pm25,72,0.9,15.9,5.7
2020-03-10,US,Houston,pm25,120,4.8,23.9,9.1
2020-03-17,US,Houston,pm25,120,2.1,21.1,7.4
2020-03-20,US,Houston,pm25,118,0.2,14.0,7.2
2020-03-30,US,Houston,pm25,120,4.0,20.1,11.0
2020-05-06,US,Houston,pm25,88,0.4,12.5,5.0
2020-06-18,US,Houston,pm25,120,2.1,16.3,8.1
2020-03-23,US,Houston,pm25,116,7.2,22.0,11.0
2020-04-15,US,Houston,pm25,72,2.1,34.9,6.0
2020-04-19,US,Houston,pm25,120,3.6,34.9,14.0
2020-06-06,US,Houston,pm25,118,4.0,15.9,9.1
2020-06-12,US,Houston,pm25,120,4.0,13.0,8.1
2020-06-13,US,Houston,pm25,120,2.4,14.0,9.1
2020-01-04,US,Houston,pm25,94,0.7,32.5,5.0
2020-01-06,US,Houston,pm25,82,0.4,18.7,6.9
2020-01-15,US,Houston,pm25,96,4.0,15.4,8.6
2020-04-03,US,Houston,pm25,118,1.9,14.0,8.8
2020-07-01,US,Houston,pm25,113,7.4,31.5,23.0
2020-03-22,US,Houston,pm25,120,0.4,18.7,11.0
2020-04-28,US,Houston,pm25,120,5.0,23.9,13.5
2020-06-19,US,Houston,pm25,120,2.1,13.0,6.0
2020-06-23,US,Houston,pm25,116,2.1,20.6,8.8
2020-06-28,US,Houston,pm25,120,7.2,21.1,12.5
2020-01-02,US,Houston,pm25,95,2.1,24.9,6.0
2020-03-13,US,Houston,pm25,120,4.0,18.7,8.3
2020-04-21,US,Houston,pm25,118,1.2,17.8,9.1
2020-01-01,US,Houston,pm25,72,2.1,331.2,12.0
2020-01-20,US,Houston,pm25,96,0.4,16.8,5.7
2020-05-18,US,Houston,pm25,115,1.2,33.4,8.8
2020-06-08,US,Houston,pm25,120,3.1,16.3,8.1
2020-07-03,US,Houston,pm25,104,0.4,32.5,24.9
2020-07-07,US,Houston,pm25,68,4.0,33.0,11.2
2020-05-30,US,Houston,pm25,120,4.0,14.9,7.9
2020-06-17,US,Houston,pm25,120,3.1,16.8,9.3
2020-01-11,US,Houston,pm25,84,1.6,10.3,4.3
2020-02-06,US,Houston,pm25,96,0.4,12.5,5.2
2020-02-13,US,Houston,pm25,70,1.2,9.1,4.5
2020-02-18,US,Houston,pm25,72,2.4,21.1,13.0
2020-03-01,US,Houston,pm25,5,7.2,12.0,9.6
2020-04-08,US,Houston,pm25,114,8.3,37.5,18.2
2020-02-23,US,Houston,pm25,120,2.4,14.0,6.7
2020-05-16,US,Houston,pm25,108,0.4,10.0,3.6
2020-06-22,US,Houston,pm25,116,1.6,14.0,7.2
2020-01-19,US,Houston,pm25,89,0.2,23.9,2.4
2020-03-02,US,Houston,pm25,27,4.8,16.3,11.0
2020-03-29,US,Houston,pm25,92,0.7,14.9,7.2
2020-04-01,US,Houston,pm25,120,1.2,18.7,5.5
2020-04-26,US,Houston,pm25,120,2.6,28.2,7.6
2020-06-09,US,Houston,pm25,118,3.6,24.4,13.0
2020-05-13,US,Houston,pm25,118,1.4,14.4,6.7
2020-05-17,US,Houston,pm25,120,1.2,26.8,4.0
2020-01-05,US,Houston,pm25,94,0.2,21.1,6.7
2020-01-28,US,Houston,pm25,95,0.4,17.8,7.2
2020-01-29,US,Houston,pm25,92,0.2,8.1,3.1
2020-02-17,US,Houston,pm25,72,4.0,17.8,12.0
2020-03-15,US,Houston,pm25,120,4.0,13.0,9.1
2020-05-05,US,Houston,pm25,70,3.3,24.9,13.0
2020-05-19,US,Houston,pm25,115,0.2,27.3,12.0
2020-06-14,US,Houston,pm25,120,5.0,23.0,12.0
2020-01-14,US,Houston,pm25,96,1.4,14.0,8.3
2020-02-03,US,Houston,pm25,48,1.2,10.0,6.0
2020-02-16,US,Houston,pm25,72,3.1,26.8,8.6
2020-06-16,US,Houston,pm25,120,4.0,17.3,10.0
2020-01-16,US,Houston,pm25,96,2.1,25.8,8.8
2020-01-18,US,Houston,pm25,96,1.2,12.0,6.0
2020-02-12,US,Houston,pm25,69,0.4,18.7,4.8
2020-05-02,US,Houston,pm25,120,1.2,10.3,6.0
2020-05-26,US,Houston,pm25,118,1.2,14.9,5.5
2020-03-27,US,Houston,pm25,96,6.0,23.5,13.0
2020-03-31,US,Houston,pm25,114,0.4,14.9,6.7
2020-04-16,US,Houston,pm25,90,4.0,21.1,8.1
2020-05-27,US,Houston,pm25,116,0.9,30.1,8.1
2020-05-31,US,Houston,pm25,120,3.1,27.7,10.8
2020-06-02,US,Houston,pm25,120,5.0,22.5,13.5
2020-01-24,US,Houston,pm25,84,0.7,23.9,6.2
2020-02-08,US,Houston,pm25,94,2.1,29.2,8.6
2020-03-19,US,Houston,pm25,120,8.3,25.8,14.0
2020-04-14,US,Houston,pm25,72,2.1,14.0,5.0
2020-04-24,US,Houston,pm25,120,3.6,28.7,9.1
2020-04-30,US,Houston,pm25,111,1.9,20.6,6.0
2020-03-24,US,Houston,pm25,119,7.2,26.8,15.9
2020-04-04,US,Houston,pm25,118,0.4,14.9,4.0
2019-12-30,US,Houston,pm25,66,0.2,27.7,3.6
2020-01-21,US,Houston,pm25,96,2.6,23.9,7.9
2020-01-31,US,Houston,pm25,96,2.4,21.1,8.1
2020-02-04,US,Houston,pm25,47,2.6,20.1,12.0
2020-02-10,US,Houston,pm25,72,1.2,20.6,12.1
2020-03-16,US,Houston,pm25,120,3.1,27.3,9.1
2020-04-13,US,Houston,pm25,90,1.6,12.0,5.0
2020-06-04,US,Houston,pm25,114,2.1,24.9,8.1
2020-06-15,US,Houston,pm25,120,2.1,18.2,6.4
2020-03-08,US,Houston,pm25,120,3.1,14.4,6.0
2020-03-28,US,Houston,pm25,95,0.9,20.1,11.0
2020-04-02,US,Houston,pm25,118,0.4,12.1,6.4
2020-05-03,US,Houston,pm25,76,2.1,10.8,5.0
2020-05-07,US,Houston,pm25,120,2.6,17.8,9.1
2020-05-21,US,Houston,pm25,120,3.1,16.3,10.0
2020-06-29,US,Houston,pm25,120,12.5,22.0,17.3
2020-02-02,US,Houston,pm25,47,1.9,11.2,7.2
2020-02-25,US,Houston,pm25,92,1.6,22.0,7.2
2020-03-14,US,Houston,pm25,120,3.1,16.8,9.1
2020-04-12,US,Houston,pm25,120,1.2,35.9,13.0
2020-06-10,US,Houston,pm25,68,0.4,32.0,12.5
2020-01-12,US,Houston,pm25,96,3.1,20.6,7.4
2020-03-18,US,Houston,pm25,120,2.1,16.3,9.1
2020-03-21,US,Houston,pm25,116,0.7,9.1,4.0
2020-04-09,US,Houston,pm25,114,0.4,33.9,14.4
2020-05-25,US,Houston,pm25,114,0.4,8.1,4.0
2020-07-06,US,Houston,pm25,120,5.0,21.6,11.2
2020-01-03,US,Houston,pm25,88,0.4,16.8,7.9
2020-03-09,US,Houston,pm25,120,4.0,14.0,8.1
2020-04-10,US,Houston,pm25,120,1.9,14.4,7.2
2020-04-29,US,Houston,pm25,106,0.4,23.9,4.8
2020-05-11,US,Houston,pm25,120,1.9,15.9,8.8
2020-06-20,US,Houston,pm25,116,1.2,14.0,5.7
2020-01-10,US,Houston,pm25,94,2.1,13.0,8.6
2020-01-23,US,Houston,pm25,92,0.7,10.0,5.0
2020-02-24,US,Houston,pm25,120,0.7,15.9,6.0
2020-03-05,US,Houston,pm25,115,0.2,24.9,4.3
2020-03-07,US,Houston,pm25,120,3.6,28.2,8.3
2020-04-23,US,Houston,pm25,118,0.4,26.8,8.1
2020-05-04,US,Houston,pm25,72,3.1,22.0,9.1
2020-06-01,US,Houston,pm25,120,2.1,21.6,12.5
2020-01-09,US,Houston,pm25,82,3.1,14.4,7.9
2020-01-27,US,Houston,pm25,96,1.4,22.0,9.3
2020-02-01,US,Houston,pm25,80,0.2,33.0,8.1
2020-02-20,US,Houston,pm25,70,0.9,7.4,3.1
2020-02-21,US,Houston,pm25,72,1.4,11.0,5.5
2020-04-17,US,Houston,pm25,120,2.4,16.8,10.5
2020-06-07,US,Houston,pm25,116,2.1,13.0,6.2
2020-06-27,US,Houston,pm25,120,9.1,45.2,17.8
2020-07-02,US,Houston,pm25,111,7.4,148.4,32.0
2020-02-07,US,Houston,pm25,96,2.1,26.8,9.3
2020-02-19,US,Houston,pm25,70,0.7,8.1,3.1
2020-03-06,US,Houston,pm25,120,0.4,19.2,8.1
2020-03-25,US,Houston,pm25,101,6.9,28.7,15.4
2020-04-05,US,Houston,pm25,120,2.4,22.0,11.5
2020-05-24,US,Houston,pm25,116,0.4,14.0,8.1
2019-12-31,US,Houston,pm25,64,0.4,144.5,6.0
2020-01-07,US,Houston,pm25,70,0.7,29.2,5.7
2020-02-11,US,Houston,pm25,67,0.7,8.1,3.1
2020-03-12,US,Houston,pm25,120,2.1,13.0,7.2
2020-04-22,US,Houston,pm25,120,2.1,30.6,17.3
2020-03-03,US,Houston,pm25,86,6.9,28.2,12.5
2020-05-15,US,Houston,pm25,116,1.2,18.7,7.2
2020-06-05,US,Houston,pm25,118,2.1,29.2,8.6
2020-06-26,US,Houston,pm25,120,10.0,88.4,46.8
2020-01-22,US,Houston,pm25,95,1.2,38.7,6.0
2020-02-15,US,Houston,pm25,72,3.8,22.0,8.1
2020-04-07,US,Houston,pm25,120,4.8,22.0,12.5
2020-05-22,US,Houston,pm25,120,5.0,21.1,12.0
2020-07-05,US,Houston,pm25,120,5.0,72.9,13.0
2020-01-17,US,Houston,pm25,96,3.8,14.9,9.6
2020-05-01,US,Houston,pm25,110,2.1,15.9,6.9
2020-05-29,US,Houston,pm25,120,1.9,20.1,6.2
2020-01-13,US,Houston,pm25,96,5.0,15.9,9.1
2020-04-18,US,Houston,pm25,120,3.6,23.0,9.1
2020-05-08,US,Houston,pm25,120,1.2,23.0,9.1
2020-05-28,US,Houston,pm25,118,1.2,14.0,7.6
2020-06-25,US,Houston,pm25,120,3.1,30.6,11.5
2020-06-30,US,Houston,pm25,120,15.4,33.0,22.0
2020-02-20,US,Los Angeles,pm25,48,7.4,37.9,21.1
2020-03-12,US,Los Angeles,pm25,72,1.4,16.3,6.9
2020-03-25,US,Los Angeles,pm25,63,0.2,9.3,3.3
2020-03-26,US,Los Angeles,pm25,68,1.2,18.2,4.0
2020-04-06,US,Los Angeles,pm25,46,0.7,5.7,2.8
2020-04-18,US,Los Angeles,pm25,16,3.1,7.2,5.0
2020-01-07,US,Los Angeles,pm25,116,2.1,15.9,6.0
2020-02-04,US,Los Angeles,pm25,72,0.9,13.0,6.2
2020-04-20,US,Los Angeles,pm25,22,4.0,11.0,7.2
2020-03-23,US,Los Angeles,pm25,60,0.9,8.8,3.3
2020-06-02,US,Los Angeles,pm25,72,6.7,22.0,13.0
2020-06-26,US,Los Angeles,pm25,72,4.0,25.4,10.0
2020-02-26,US,Los Angeles,pm25,69,0.2,23.0,12.0
2020-02-28,US,Los Angeles,pm25,72,1.9,24.9,8.1
2020-02-17,US,Los Angeles,pm25,48,10.8,38.3,19.7
2020-02-22,US,Los Angeles,pm25,47,1.9,15.9,8.1
2020-05-12,US,Los Angeles,pm25,68,1.9,12.1,7.6
2020-07-03,US,Los Angeles,pm25,72,5.7,23.9,11.0
2020-01-02,US,Los Angeles,pm25,118,7.2,28.2,16.8
2020-01-14,US,Los Angeles,pm25,72,9.1,36.3,22.5
2020-06-23,US,Los Angeles,pm25,64,6.0,31.1,11.0
2020-01-13,US,Los Angeles,pm25,72,7.2,33.9,17.8
2020-05-18,US,Los Angeles,pm25,65,0.7,8.3,3.6
2020-03-27,US,Los Angeles,pm25,70,0.7,12.1,6.2
2020-05-06,US,Los Angeles,pm25,72,6.0,25.8,14.9
2020-05-15,US,Los Angeles,pm25,72,6.4,21.6,9.8
2020-06-10,US,Los Angeles,pm25,71,4.0,21.6,10.3
2020-06-21,US,Los Angeles,pm25,44,5.0,18.7,11.7
2020-01-25,US,Los Angeles,pm25,72,9.1,52.5,22.0
2020-02-11,US,Los Angeles,pm25,48,2.1,20.1,8.1
2020-01-31,US,Los Angeles,pm25,68,1.4,27.7,11.0
2020-02-09,US,Los Angeles,pm25,48,3.1,23.0,10.0
2020-02-19,US,Los Angeles,pm25,47,11.2,33.9,21.1
2020-03-16,US,Los Angeles,pm25,66,1.9,13.0,7.2
2020-05-25,US,Los Angeles,pm25,72,10.0,30.1,17.3
2020-01-22,US,Los Angeles,pm25,72,6.0,25.8,11.0
2020-01-30,US,Los Angeles,pm25,72,4.0,35.5,10.3
2020-02-03,US,Los Angeles,pm25,66,1.2,12.5,5.5
2020-03-09,US,Los Angeles,pm25,72,0.9,20.6,7.2
2020-03-22,US,Los Angeles,pm25,66,0.4,12.5,6.2
2020-04-07,US,Los Angeles,pm25,53,0.7,11.2,4.0
2020-04-17,US,Los Angeles,pm25,41,1.2,13.0,9.1
2020-05-05,US,Los Angeles,pm25,72,7.2,26.3,14.0
2020-01-06,US,Los Angeles,pm25,114,1.2,39.9,11.0
2020-01-28,US,Los Angeles,pm25,70,3.1,25.8,11.5
2020-06-28,US,Los Angeles,pm25,70,0.9,11.0,3.6
2020-03-02,US,Los Angeles,pm25,38,4.0,18.7,8.1
2020-03-10,US,Los Angeles,pm25,72,0.2,8.8,4.0
2020-06-15,US,Los Angeles,pm25,24,7.2,16.8,10.0
2020-01-08,US,Los Angeles,pm25,72,5.2,21.1,12.0
2020-04-11,US,Los Angeles,pm25,70,1.4,10.0,6.9
2020-04-12,US,Los Angeles,pm25,68,1.2,12.0,6.9
2020-06-09,US,Los Angeles,pm25,70,1.2,16.8,6.0
2020-06-30,US,Los Angeles,pm25,72,4.0,21.6,10.0
2019-12-30,US,Los Angeles,pm25,48,1.2,27.3,10.0
2020-04-09,US,Los Angeles,pm25,65,1.2,9.8,4.0
2020-03-31,US,Los Angeles,pm25,71,6.0,22.0,10.0
2020-04-10,US,Los Angeles,pm25,57,0.2,12.1,2.4
2020-04-16,US,Los Angeles,pm25,72,6.0,20.1,10.5
2020-04-27,US,Los Angeles,pm25,24,12.0,21.1,15.9
2020-05-26,US,Los Angeles,pm25,72,7.2,30.6,14.9
2020-06-07,US,Los Angeles,pm25,71,3.1,16.8,9.8
2020-01-05,US,Los Angeles,pm25,120,5.7,44.8,16.8
2020-01-10,US,Los Angeles,pm25,70,0.9,22.5,13.0
2020-06-20,US,Los Angeles,pm25,60,4.0,18.2,11.7
2020-06-22,US,Los Angeles,pm25,36,5.0,23.9,11.7
2020-07-01,US,Los Angeles,pm25,72,4.3,18.7,10.0
2020-01-09,US,Los Angeles,pm25,66,1.9,20.1,10.0
2020-03-04,US,Los Angeles,pm25,72,8.6,22.5,14.0
2020-03-21,US,Los Angeles,pm25,67,1.4,33.0,5.2
2020-04-02,US,Los Angeles,pm25,72,5.5,14.9,11.0
2020-04-25,US,Los Angeles,pm25,23,9.1,18.7,14.9
2020-05-24,US,Los Angeles,pm25,72,10.0,24.4,16.8
2020-06-17,US,Los Angeles,pm25,72,4.3,16.8,10.0
2020-02-06,US,Los Angeles,pm25,66,3.6,22.0,12.5
2020-03-06,US,Los Angeles,pm25,72,4.3,35.9,13.5
2020-02-15,US,Los Angeles,pm25,48,8.6,37.5,17.8
2020-02-27,US,Los Angeles,pm25,66,2.1,25.4,11.0
2020-03-14,US,Los Angeles,pm25,68,0.9,12.0,4.3
2020-06-14,US,Los Angeles,pm25,24,3.1,16.8,9.1
2020-01-21,US,Los Angeles,pm25,72,1.9,15.9,8.1
2020-01-29,US,Los Angeles,pm25,70,2.1,23.9,10.0
2020-04-24,US,Los Angeles,pm25,40,5.7,20.1,9.8
2020-05-07,US,Los Angeles,pm25,71,8.6,26.8,15.4
2020-05-22,US,Los Angeles,pm25,71,6.0,17.8,13.0
2020-02-25,US,Los Angeles,pm25,72,6.0,33.4,13.0
2020-03-29,US,Los Angeles,pm25,69,2.8,17.8,10.0
2020-06-19,US,Los Angeles,pm25,72,3.3,20.6,10.8
2019-12-31,US,Los Angeles,pm25,46,0.4,67.1,12.1
2020-01-19,US,Los Angeles,pm25,72,1.2,36.3,12.0
2020-03-24,US,Los Angeles,pm25,68,2.1,9.6,6.0
2020-04-22,US,Los Angeles,pm25,72,2.1,18.2,12.0
2020-04-29,US,Los Angeles,pm25,72,8.3,37.9,12.5
2020-06-08,US,Los Angeles,pm25,66,1.2,19.7,7.2
2020-07-04,US,Los Angeles,pm25,72,6.0,509.4410135746607,14.0
2020-01-26,US,Los Angeles,pm25,72,9.8,55.5,18.2
2020-03-20,US,Los Angeles,pm25,62,0.2,14.9,6.0
2020-03-08,US,Los Angeles,pm25,66,0.4,11.7,4.0
2020-05-10,US,Los Angeles,pm25,70,8.1,22.0,13.5
2020-06-04,US,Los Angeles,pm25,72,7.2,20.1,13.5
2020-06-27,US,Los Angeles,pm25,72,5.2,26.8,10.0
2020-07-02,US,Los Angeles,pm25,69,5.5,19.7,11.0
2020-01-17,US,Los Angeles,pm25,72,2.1,19.2,7.2
2020-01-24,US,Los Angeles,pm25,72,7.2,29.6,14.0
2020-05-01,US,Los Angeles,pm25,72,9.1,23.0,12.1
2020-05-17,US,Los Angeles,pm25,72,2.4,17.3,11.0
2020-06-11,US,Los Angeles,pm25,72,6.0,20.1,11.0
2020-01-20,US,Los Angeles,pm25,72,3.6,39.1,16.8
2020-03-01,US,Los Angeles,pm25,72,0.9,14.0,9.1
2020-02-08,US,Los Angeles,pm25,68,8.1,43.6,21.6
2020-02-13,US,Los Angeles,pm25,48,6.0,40.3,14.9
2020-05-23,US,Los Angeles,pm25,72,7.2,21.1,12.5
2020-01-16,US,Los Angeles,pm25,72,0.7,67.1,25.8
2020-01-23,US,Los Angeles,pm25,72,4.0,28.7,14.9
2020-04-03,US,Los Angeles,pm25,57,6.2,19.2,10.8
2020-04-13,US,Los Angeles,pm25,72,1.2,8.6,5.2
2020-05-03,US,Los Angeles,pm25,72,3.1,16.8,10.5
2020-05-04,US,Los Angeles,pm25,72,9.6,22.0,12.5
2020-06-25,US,Los Angeles,pm25,72,0.7,18.7,7.6
2020-01-03,US,Los Angeles,pm25,120,7.2,37.1,17.8
2020-02-10,US,Los Angeles,pm25,47,3.1,20.6,9.1
2020-03-03,US,Los Angeles,pm25,50,1.2,20.1,7.6
2020-03-19,US,Los Angeles,pm25,64,1.2,11.0,5.0
2020-04-01,US,Los Angeles,pm25,72,4.8,16.8,9.3
2020-04-15,US,Los Angeles,pm25,66,5.0,23.0,10.5
2020-05-20,US,Los Angeles,pm25,72,2.1,18.7,8.1
2020-05-21,US,Los Angeles,pm25,72,6.4,25.4,11.5
2020-01-27,US,Los Angeles,pm25,72,5.5,42.8,23.9
2020-02-14,US,Los Angeles,pm25,48,6.2,34.9,14.9
2020-05-28,US,Los Angeles,pm25,71,2.1,21.6,11.0
2020-03-15,US,Los Angeles,pm25,72,1.2,10.5,5.5
2020-05-09,US,Los Angeles,pm25,71,12.5,33.0,18.7
2020-05-31,US,Los Angeles,pm25,72,3.1,22.5,8.1
2020-06-03,US,Los Angeles,pm25,70,11.0,23.9,14.9
2020-01-18,US,Los Angeles,pm25,72,2.6,33.4,10.5
2020-02-01,US,Los Angeles,pm25,72,4.0,24.9,10.3
2020-03-28,US,Los Angeles,pm25,72,4.0,13.0,8.3
2020-04-23,US,Los Angeles,pm25,72,6.0,23.0,11.0
2020-04-30,US,Los Angeles,pm25,72,6.0,29.2,16.8
2020-05-19,US,Los Angeles,pm25,69,0.4,16.3,6.7
2020-05-30,US,Los Angeles,pm25,71,2.1,19.7,6.0
2020-06-13,US,Los Angeles,pm25,36,4.0,14.0,10.0
2020-01-15,US,Los Angeles,pm25,72,14.0,57.4,32.5
2020-02-07,US,Los Angeles,pm25,69,3.6,47.6,19.2
2020-02-24,US,Los Angeles,pm25,68,6.7,24.9,14.4
2020-03-17,US,Los Angeles,pm25,70,0.7,17.8,5.0
2020-05-14,US,Los Angeles,pm25,72,4.0,18.7,9.8
2020-05-16,US,Los Angeles,pm25,70,5.0,17.8,10.8
2020-07-05,US,Los Angeles,pm25,69,6.9,542.7539909502262,19.2
2020-02-12,US,Los Angeles,pm25,48,7.2,22.0,11.0
2020-02-18,US,Los Angeles,pm25,48,8.1,29.2,15.9
2020-03-11,US,Los Angeles,pm25,68,1.2,10.0,4.8
2020-05-29,US,Los Angeles,pm25,68,0.4,16.8,4.8
2020-07-06,US,Los Angeles,pm25,72,10.8,30.1,14.4
2020-01-01,US,Los Angeles,pm25,48,5.0,101.9,16.8
2020-02-23,US,Los Angeles,pm25,48,6.0,14.9,11.0
2020-04-04,US,Los Angeles,pm25,48,6.0,14.9,10.0
2020-04-14,US,Los Angeles,pm25,71,3.1,16.3,9.8
2020-04-28,US,Los Angeles,pm25,50,11.2,29.2,14.4
2020-05-02,US,Los Angeles,pm25,72,0.7,18.7,10.3
2020-06-18,US,Los Angeles,pm25,66,6.2,17.3,10.3
2020-01-04,US,Los Angeles,pm25,120,6.0,48.4,20.1
2020-01-12,US,Los Angeles,pm25,72,6.7,29.2,17.3
2020-03-30,US,Los Angeles,pm25,71,1.9,13.0,9.3
2020-04-19,US,Los Angeles,pm25,23,1.2,7.2,5.0
2020-04-21,US,Los Angeles,pm25,48,4.0,14.0,8.1
2020-04-26,US,Los Angeles,pm25,21,11.0,21.1,16.8
2020-06-01,US,Los Angeles,pm25,72,5.0,22.5,9.6
2020-06-24,US,Los Angeles,pm25,66,3.6,31.1,11.0
2020-02-05,US,Los Angeles,pm25,72,1.2,26.8,7.2
2020-03-07,US,Los Angeles,pm25,58,0.7,15.9,4.8
2020-03-13,US,Los Angeles,pm25,71,0.2,15.9,7.2
2020-05-13,US,Los Angeles,pm25,69,1.9,14.0,6.9
2020-03-05,US,Los Angeles,pm25,64,7.2,47.6,17.8
2020-03-18,US,Los Angeles,pm25,72,0.4,20.6,7.2
2020-04-05,US,Los Angeles,pm25,38,0.2,8.8,4.0
2020-04-08,US,Los Angeles,pm25,63,1.2,14.0,5.2
2020-05-08,US,Los Angeles,pm25,63,10.0,32.0,16.8
2020-05-11,US,Los Angeles,pm25,72,6.0,14.0,10.8
2020-01-11,US,Los Angeles,pm25,72,2.4,32.0,16.8
2020-02-02,US,Los Angeles,pm25,72,4.0,34.9,14.9
2020-02-29,US,Los Angeles,pm25,72,3.3,17.3,10.0
2020-05-27,US,Los Angeles,pm25,72,6.2,30.1,13.0
2020-06-05,US,Los Angeles,pm25,72,3.1,11.0,7.6
2020-06-06,US,Los Angeles,pm25,70,3.6,11.5,7.4
2020-06-12,US,Los Angeles,pm25,72,5.0,16.8,10.0
2020-06-16,US,Los Angeles,pm25,44,2.8,18.7,9.6
2020-02-16,US,Los Angeles,pm25,48,9.6,30.1,17.8
2020-02-21,US,Los Angeles,pm25,48,5.0,39.5,13.0
2020-06-29,US,Los Angeles,pm25,68,0.9,14.9,7.4
2020-07-07,US,Los Angeles,pm25,31,13.0,28.2,16.8
2020-02-05,US,Manhattan,pm25,71,1.2,16.8,5.0
2020-02-29,US,Manhattan,pm25,45,0.2,9.1,4.3
2020-03-12,US,Manhattan,pm25,66,3.6,18.7,9.1
2020-05-27,US,Manhattan,pm25,38,0.4,8.1,2.6
2020-07-07,US,Manhattan,pm25,42,2.4,19.7,5.7
